tsne1,tsne2,label
-62.948586,37.987946,0
1.1260707,-78.72194,0
-46.64452,-39.352077,0
60.96605,12.301287,0
-0.22540644,52.32104,0
-53.552677,-48.67154,0
-2.3294935,44.55772,0
8.305371,70.156975,0
-14.697591,14.981299,0
-38.001057,33.569973,0
62.481533,23.147537,0
72.18391,-25.484861,0
-34.37968,47.504032,0
54.911503,21.189667,0
-70.89816,-23.904366,0
37.68198,15.7015915,0
-9.230038,61.422413,0
-60.67108,53.609947,0
35.158936,31.218216,0
-8.302269,45.99436,0
-43.019794,22.259665,0
55.450935,-31.706781,0
70.86994,-24.16722,0
-6.3775125,-19.586998,0
-7.705488,52.94712,0
85.63615,3.1600666,0
-55.23291,61.374542,0
-2.5670948,50.856823,0
51.78992,14.873711,0
-62.92991,-11.586799,0
25.484442,-5.18882,0
-66.67235,-9.863364,0
23.525215,7.768461,0
49.566788,37.993122,0
-58.4759,15.161718,0
12.2142105,-72.28737,0
-61.277954,57.677002,0
-68.78696,-20.573479,0
-8.675523,-45.902252,0
-66.34699,-32.184322,0
-53.087616,-21.469666,0
-54.893986,37.36798,0
-7.2795544,42.846115,0
-9.030891,-67.589615,0
32.26143,-7.5137224,0
3.06416,-13.218908,0
-72.94023,-7.7718377,0
12.728834,-51.769028,0
-2.6259742,41.27173,0
5.557426,55.555042,0
44.379776,-38.626125,0
29.548027,35.596313,0
-14.317518,-20.820633,0
35.68949,15.617001,0
81.14706,-14.688703,0
50.91534,14.302229,0
5.2544065,53.114365,0
-47.86869,-37.05226,0
-26.789425,64.75544,0
-31.96188,-13.390058,0
-56.12724,70.437096,0
-18.963648,-36.045418,0
-12.937974,50.860504,0
9.64269,-56.57743,0
-63.81668,13.683101,0
-11.152615,51.265537,0
71.69922,-25.316383,0
8.535157,47.892727,0
24.098541,3.6725607,0
87.46738,-2.7663941,0
-57.021156,69.400635,0
66.90059,26.14889,0
21.783333,-51.469578,0
-56.414062,11.359532,0
-66.35293,-26.578844,0
-60.14408,48.366646,0
28.504553,-3.99779,0
-14.180033,-50.42702,0
-42.184048,23.531706,0
-68.09584,27.383556,0
-17.020664,70.69986,0
53.842022,-33.72254,0
6.1688824,-53.94211,0
-31.567062,67.86469,0
-9.525782,14.427443,0
4.9315805,50.524097,0
-58.789574,30.496649,0
27.807564,6.4181337,0
67.989334,-28.311352,0
-50.899887,-50.054455,0
22.178242,-4.2848334,0
58.61031,-44.59305,0
-33.41403,19.110348,0
23.438217,-7.204232,0
-75.586,-11.632721,0
-7.3181834,34.5238,0
-67.35321,-8.448283,0
-14.598653,-70.01178,0
45.143684,-33.940342,0
-6.4715257,68.0999,0
70.52681,-27.053328,0
61.085934,22.23706,0
4.484075,-7.971663,0
14.385485,52.138878,0
3.8537676,68.36425,0
-9.447504,63.550045,0
22.876057,-59.626762,0
-44.36679,-49.77863,0
-17.38297,65.41804,0
-15.645251,43.993786,0
-1.5814966,-5.426721,0
-50.647694,31.686481,0
17.71937,1.7424457,0
-20.722435,68.141624,0
-48.24826,38.055027,0
-23.70108,45.938442,0
-13.5878725,47.760693,0
8.598291,55.87313,0
-26.85208,47.038475,0
-2.1398861,23.876715,0
25.446316,21.364908,0
-18.32298,11.808927,0
-47.116535,60.20643,0
59.15473,-44.413086,0
-61.26585,61.463253,0
-4.0404725,59.19777,0
81.09595,24.700274,0
-7.8749685,-18.06363,0
0.6454379,21.27154,0
-7.0818806,-19.17751,0
47.79017,-34.11575,0
43.525394,-33.416035,0
32.971992,9.057532,0
-46.761856,43.16342,0
-4.2170277,5.3146873,0
-67.148766,-31.205013,0
51.91985,12.809936,0
-48.09153,-53.059635,0
68.52719,-25.641985,0
-20.607674,20.72161,0
48.90663,-38.56064,0
-58.806507,70.12353,0
22.441387,8.933913,0
-51.91615,-32.270744,0
-61.45095,21.911217,0
-64.07532,-11.640082,0
-6.0621653,13.768635,0
17.636202,-66.588005,0
52.637505,13.426061,0
9.577186,-37.094185,0
-9.940415,62.844875,0
22.140656,31.111944,0
-23.995516,-19.43809,0
28.33037,11.741922,0
-63.31645,-17.37942,0
-1.9885725,-23.324514,0
65.91547,-20.655478,0
50.785686,12.599231,0
42.136208,-4.319989,0
-21.837353,40.642986,0
-12.293236,45.297073,0
50.128704,-55.010593,0
-10.763676,-17.44914,0
11.690396,54.53276,0
67.20142,-23.86797,0
37.314014,14.288574,0
-16.481974,45.299225,0
-29.115345,-28.438969,0
-69.99699,-18.947557,0
-8.335743,46.968094,0
-8.086902,51.43103,0
-60.094345,8.802008,0
0.54900825,-73.732925,0
27.707405,8.655405,0
6.2318077,-60.102737,0
-48.66261,-25.52496,0
-52.81866,-21.662008,0
2.9718504,9.338948,0
-62.140045,-26.636272,0
6.3924108,12.584898,0
-63.56423,-22.345133,0
8.542736,6.5378833,0
-0.4983018,-13.790312,0
84.30149,-2.82051,0
7.221991,-0.8339464,0
-23.817549,47.509434,0
-0.7893026,-47.31168,0
30.229979,20.665209,0
79.44544,1.4605979,0
-66.01341,-8.887038,0
-52.116665,-53.93725,0
-68.036674,-8.189284,0
72.92316,6.4450235,0
-12.606672,69.56388,0
54.93551,17.409998,0
-0.16300699,70.49437,0
-67.16697,-29.839096,0
43.41278,-42.579647,0
-16.240631,49.275646,0
6.671563,-64.38904,0
31.297695,-23.466537,0
75.31836,-27.460835,0
-39.058334,-50.582336,0
-61.337234,-15.352022,0
-46.893772,-39.164097,0
19.450325,3.2221231,0
-15.129522,67.39909,0
27.725956,26.057924,0
-2.2198734,-69.83203,0
-3.9233406,75.090454,0
5.966078,51.894875,0
-31.314543,-12.900489,0
1.8898802,72.9635,0
23.090416,-10.74655,0
-18.438124,62.64446,0
55.519566,10.196128,0
19.458794,-8.941784,0
-4.8092375,-26.697634,0
-31.210005,-13.051786,0
-14.126484,-23.868168,0
-32.10956,68.60964,0
20.17916,-50.969276,0
-3.240024,-74.06705,0
-65.77892,21.127415,0
-42.690296,-41.187855,0
-8.836176,-51.78866,0
4.096623,16.995924,0
-15.578608,46.925037,0
-45.39042,-46.073643,0
-55.42052,38.923813,0
28.43617,-8.158135,0
24.90438,-11.765557,0
8.691677,7.106245,0
-3.3278592,22.037788,0
-51.94966,43.470814,0
-9.231647,64.00612,0
13.280335,-47.458553,0
4.383845,-56.42672,0
-7.5288014,36.847298,0
-65.413345,-17.825796,0
30.70517,11.602103,0
19.6062,16.73532,0
-22.4273,-0.20209213,0
-44.801407,56.006428,0
0.674729,-35.949066,0
36.241047,41.070515,0
65.66754,31.276894,0
38.242153,-57.131317,0
4.016314,49.3207,0
2.8815203,-56.7573,0
-5.365337,39.49409,0
-63.890823,-9.750343,0
-21.816084,67.6905,0
2.181736,-13.9736,0
-55.57761,49.781513,0
-50.99575,44.890354,0
-5.47008,-48.754482,0
11.273523,4.79341,0
13.581363,-56.482082,0
64.800415,-8.844584,0
-20.210417,-3.6628716,0
-29.702333,-15.667415,0
-59.34394,70.39114,0
-56.49603,45.073524,0
-15.523126,63.08165,0
-72.50171,-21.19329,0
11.114825,-0.6390149,0
-70.59645,-28.605701,0
33.11678,20.025114,0
84.99643,13.821251,0
27.492466,31.841492,0
54.285,12.767651,0
-65.83582,-16.698402,0
-30.04579,42.53327,0
-5.348433,69.10057,0
-1.1018958,50.774105,0
-58.098415,-36.335445,0
0.699116,14.747059,0
8.056598,-60.668404,0
-62.59394,-16.854929,0
-0.42382535,-53.464577,0
-31.580471,36.62816,0
-49.481186,37.3503,0
-29.480711,-12.988373,0
2.0279484,68.05473,0
13.256175,-46.776592,0
45.45818,-38.699623,0
17.539907,56.77591,0
-60.05501,-40.79153,0
17.676876,15.160206,0
10.691765,25.222345,0
-0.20109972,-57.62826,0
-7.004705,69.7832,0
7.924641,-51.970978,0
53.090794,18.136185,0
1.5281636,60.6254,0
80.700516,17.446934,0
86.533936,-2.9204302,0
-0.35144582,-74.09295,0
-1.1809232,2.8594716,0
-42.004837,-8.774542,0
-48.074203,39.6881,0
-68.91485,-18.390135,0
-14.426513,-50.448387,0
-16.811543,36.05415,0
82.15134,-13.7296095,0
0.5449985,-50.894863,0
-48.13837,37.743553,0
-12.962755,30.169182,0
39.374462,-5.475454,0
31.544235,-1.0422632,0
68.69431,27.465918,0
57.825222,12.058037,0
35.75734,34.591316,0
-72.3805,-19.18702,0
-30.759552,42.211674,0
36.626408,-47.87714,0
-27.227953,-25.45943,0
21.87983,-50.112675,0
38.660614,16.095558,0
-66.18987,-22.715746,0
-51.75653,31.616352,0
-7.579362,74.5179,0
27.21419,-13.123146,0
49.844418,18.102192,0
-18.270092,11.759075,0
2.9448469,-55.078293,0
65.60021,16.147394,0
-55.34681,41.137573,0
-69.80789,-28.876244,0
-64.765434,-21.272596,0
11.115915,-47.68177,0
-61.71564,-28.246181,0
26.743761,16.224915,0
21.40953,-4.308905,0
26.075214,-9.863191,0
0.08087041,67.674774,0
-62.011898,52.479515,0
24.128618,30.16787,0
44.905487,-35.234966,0
28.34477,-8.045185,0
67.90967,-16.637339,0
-64.577705,-26.184214,0
37.97452,2.0677328,0
11.146379,8.578112,0
-69.9816,-27.448973,0
57.70486,2.6595309,0
-13.183639,-18.441626,0
-55.710743,-38.046417,0
8.470484,30.24807,0
-72.72201,-9.371152,0
23.67903,19.922834,0
57.732853,29.507097,0
68.79711,-42.882748,0
-32.709816,-57.235172,0
-13.854865,-0.9557163,0
-8.553899,-21.558403,0
-54.982143,-21.984165,0
-17.193502,73.28166,0
-22.242865,51.908714,0
13.273679,63.275333,0
66.88937,-26.856966,0
19.976316,36.978077,0
2.6910884,-49.14242,0
21.640427,20.157665,0
58.24586,4.558769,0
64.40069,-29.095184,0
22.799084,31.790007,0
50.53918,-35.21301,0
22.020018,-4.494621,0
-49.792,63.847157,0
6.189856,-49.08763,0
64.58736,33.23528,0
8.263764,17.641151,0
5.012912,15.561803,0
-16.784979,-16.977932,0
-23.771322,61.16995,0
-54.948948,-27.540878,0
-55.71085,-26.2044,0
-3.5307634,51.69126,0
86.14132,-5.2540913,0
-57.235214,69.14534,0
24.777025,4.631427,0
-54.75527,44.032585,0
52.067314,-55.470943,0
-53.698624,-27.46953,0
47.60599,-27.647745,0
-14.447465,-50.45364,0
-33.453793,-49.956722,0
-31.410515,58.70444,0
-6.226165,-66.63894,0
-7.902516,10.089032,0
58.95742,-43.372128,0
-55.42986,-27.630419,0
-27.428247,45.082447,0
30.865427,9.452783,0
0.36045521,-63.045143,0
30.954792,11.822834,0
3.8079784,55.525795,0
8.463146,47.234226,0
20.905998,-59.881893,0
2.8138733,7.1996574,0
35.25178,37.457973,0
-7.7852316,13.86331,0
-7.141522,-48.897804,0
11.753473,64.27977,0
43.34085,16.911911,0
57.149284,23.865852,0
37.23945,-1.551352,0
-68.61692,-15.611081,0
-58.656334,65.44773,0
-51.174706,32.55716,0
25.6809,-0.97938484,0
-58.49186,56.105526,0
-14.986393,65.86372,0
-50.823376,56.233734,0
-62.783295,-31.903286,0
-36.345222,51.400772,0
8.251068,-62.33387,0
-62.849937,-16.693707,0
-23.72955,14.026031,0
12.046929,-72.538574,0
-18.216728,61.582123,0
13.43914,-47.47756,0
62.30743,24.072777,0
-16.777924,-69.50253,0
-43.441357,30.53492,0
-65.11309,-16.270334,0
-20.871618,27.984417,0
8.668205,16.504421,0
-54.048176,-35.988026,0
19.939247,32.777134,0
-11.420461,52.38607,0
-28.119211,-20.302769,0
-21.580494,57.174065,0
2.1760855,2.2326608,0
-9.327174,7.1521626,0
32.687756,37.097076,0
-59.48416,44.023495,0
43.964134,-38.389977,0
69.37796,26.55303,0
58.166748,11.08348,0
25.972557,4.965763,0
46.887737,9.260756,0
-14.636785,-3.9860146,0
89.648766,7.721112,0
48.295776,-31.83455,0
-29.698986,22.15978,0
-8.865715,3.756933,0
33.79334,37.09281,0
23.528887,-7.198971,0
18.504526,-12.630938,0
0.3229302,-51.01415,0
33.94008,29.60911,0
-7.117199,72.288155,0
-51.19649,-45.523987,0
-6.3531427,-45.77192,0
40.486027,-36.03321,0
-3.7952926,16.91187,0
57.074303,21.744423,0
-41.9176,49.950893,0
70.42507,-20.178732,0
74.44667,-37.930515,0
69.86567,-32.86989,0
-60.644753,6.372174,0
-3.2725883,15.623513,0
-11.388199,-3.6233504,0
-12.66852,-49.296417,0
-59.021797,8.866571,0
23.918465,20.262997,0
-0.6751096,7.673731,0
-38.453136,50.72373,0
68.95857,-24.508463,0
-60.307148,-13.832592,0
1.0778997,10.902429,0
12.944223,64.09309,0
-64.52771,-29.25255,0
14.641731,-69.70806,0
25.038515,12.088575,0
19.514029,16.690308,0
-43.55788,-42.78401,0
-12.498442,66.710556,0
-57.393707,71.06775,0
-34.42819,-23.908014,0
-7.0840197,43.662632,0
55.790993,13.732733,0
-8.537327,16.43813,0
-25.965145,63.949844,0
-43.76438,36.46367,0
-47.493027,-37.64881,0
90.401985,6.174807,0
1.4942254,-15.673432,0
-8.222904,-57.137913,0
33.041252,31.085976,0
-63.003445,37.968468,0
53.940308,5.0476036,0
-10.597335,66.30662,0
-13.574259,46.791813,0
59.23943,2.494038,0
41.695324,-39.635204,0
30.788242,32.929768,0
5.7363114,63.000168,0
-18.514286,-32.082127,0
9.843064,-40.5585,0
-56.076332,-22.740152,0
21.909828,-13.050681,0
-42.969326,-45.19678,0
14.353604,2.1148849,0
38.900673,-35.16034,0
3.6078262,-14.349662,0
-58.64882,14.848063,0
-35.002247,19.297468,0
1.8616258,-49.539345,0
9.860358,-45.502525,0
71.81534,-23.631372,0
14.605538,4.4599514,0
15.9923315,-62.186344,0
59.85866,-30.775934,0
-17.141869,-17.6877,0
-14.3145275,40.80156,0
-7.3469896,-5.54864,0
-22.574959,62.51461,0
-55.86364,66.65423,0
-25.874384,-58.29727,0
35.340942,37.196304,0
62.41089,23.20531,0
26.953087,4.0169096,0
38.737617,21.91448,0
26.027195,38.517284,0
-70.390526,-22.997711,0
-9.544937,54.71773,0
31.687239,-6.9593034,0
-16.814333,45.66276,0
1.0703989,54.578552,0
51.107758,-34.488266,0
10.886916,48.82925,0
13.564788,-44.784237,0
-54.659847,-38.60793,0
-8.183082,-6.124528,0
14.508389,-64.924576,0
26.532675,17.492146,0
3.6133466,49.96059,0
7.0613565,10.202412,0
12.973234,27.425884,0
3.3961844,54.704872,0
62.626736,8.256512,0
63.388447,27.091776,0
-8.1354475,-57.09159,0
26.830423,-7.110432,0
23.264381,-60.696037,0
-47.619427,35.432198,0
-68.00175,-26.10044,0
51.26958,7.2919116,0
-12.484881,-11.750849,0
-60.62357,29.323141,0
-20.118006,24.743902,0
16.873344,55.97655,0
-49.03966,46.376057,0
-29.614677,56.65715,0
76.30489,-20.00644,0
-43.16257,35.499866,0
81.00476,22.865707,0
-9.324437,59.429802,0
-6.82775,7.91365,0
50.536907,18.279503,0
-32.805725,56.553104,0
39.634357,-40.60574,0
50.690327,18.506102,0
53.53567,-30.177237,0
28.330997,32.680317,0
4.0507455,-9.475359,0
-18.47781,43.242702,0
-0.2581868,17.156994,0
40.77243,-5.535798,0
28.05202,-13.557071,0
-27.850243,59.83193,0
21.136845,-8.554004,0
16.938984,9.652174,0
-13.872287,-3.9763355,0
-62.49473,25.333265,0
-14.716661,5.5949554,0
76.70857,-15.732095,0
-8.5694065,-46.872192,0
-42.120605,6.69019,0
-72.63119,-14.708118,0
-50.572315,62.590145,0
61.2895,21.884531,0
68.3354,-22.437923,0
26.818914,23.850058,0
-8.165174,50.476723,0
39.291313,2.7101424,0
33.49136,-4.580374,0
61.8219,18.059807,0
-46.51449,28.405422,0
50.58346,-36.327435,0
36.54219,-3.4869838,0
-9.708732,12.469065,0
90.79919,6.34752,0
-31.352049,58.512516,0
-3.7039225,70.61671,0
60.006077,-44.046883,0
-11.933637,0.6671684,0
77.22194,-20.025837,0
-9.592921,12.138606,0
-29.335096,-9.58666,0
-54.12186,16.265646,0
24.526554,-15.795393,0
65.89437,-26.10634,0
78.43793,24.361206,0
2.6720996,-39.703922,0
38.1703,-57.225254,0
62.421032,24.66346,0
10.615509,-45.34438,0
-12.531885,7.417479,0
23.139252,-10.75396,0
-33.01468,-61.74839,0
-21.262949,62.496243,0
-47.759125,41.232132,0
5.647809,-13.867374,0
-74.70897,-8.178334,0
59.211178,20.145754,0
4.048487,6.8034787,0
0.18100582,48.220184,0
53.990005,-48.254402,0
-7.644309,-46.73092,0
76.21417,-36.155334,0
-65.48903,31.660437,0
-11.452731,43.687622,0
-13.83022,71.46971,0
17.145754,-60.76828,0
-3.289246,68.81018,0
4.963672,20.47807,0
11.920467,-55.91423,0
3.342272,-59.24689,0
-0.25406638,73.795746,0
2.0496936,-58.164974,0
-59.38294,67.76816,0
29.866337,35.296253,0
-34.20865,-24.068632,0
-30.763683,47.4602,0
-73.1377,-10.967203,0
4.44668,-1.1504605,0
89.35723,6.146665,0
3.5983882,-44.250313,0
57.65389,14.375061,0
9.232224,-14.055293,0
-16.854954,-69.52231,0
-72.02428,-15.466233,0
29.068495,30.829092,0
-49.533234,61.189392,0
39.495884,-46.018612,0
-54.14977,62.944263,0
-66.91149,-23.914999,0
13.51349,-45.301537,0
59.368996,28.703268,0
-0.45112595,11.093887,0
62.611744,30.368473,0
26.228884,3.6931405,0
15.5898285,50.87139,0
0.9299036,19.49463,0
-15.782143,44.78831,0
45.008698,-26.555498,0
-9.305763,71.91491,0
-65.1996,-25.061708,0
-18.878256,-4.9174747,0
80.612305,-15.483227,0
-55.84652,38.843773,0
-48.73756,-25.523596,0
-1.0699413,57.040764,0
17.742167,3.678591,0
-27.124538,17.255177,0
6.098857,63.657417,0
-54.816105,-33.013012,0
-38.505566,18.71286,0
28.175137,-5.616498,0
-64.37765,-24.621496,0
-66.13106,31.945044,0
34.64636,33.413536,0
-7.239112,67.63972,0
-51.221165,44.221085,0
71.84868,-34.184063,0
-12.378379,73.98077,0
-64.07129,-18.415611,0
29.629179,-5.650475,0
31.648531,40.560246,0
-14.549858,-3.1620786,0
39.922295,-8.0984535,0
21.102148,9.200041,0
39.739834,-34.322132,0
-39.550114,53.84339,0
13.835885,-70.597,0
14.618202,29.59361,0
-30.335781,-12.752201,0
3.0298204,2.346771,0
-20.020859,-17.036266,0
-49.747986,-36.343998,0
-60.826584,-15.045836,0
-2.9522104,50.373325,0
13.401099,53.97075,0
16.897041,5.170125,0
-71.0417,-8.56628,0
81.61186,15.527628,0
-54.899715,33.538776,0
-54.978565,69.84443,0
77.40206,12.951417,0
-53.662804,60.412945,0
-14.538225,70.273834,0
-24.73366,41.55669,0
-4.011641,43.954514,0
-2.0469677,5.3036904,0
-24.539461,-13.825717,0
-11.307965,-26.70097,0
-15.483936,56.33122,0
59.810226,26.529953,0
36.27124,17.945225,0
-13.137369,-48.274914,0
-49.9347,-34.077366,0
-12.2777,-69.656624,0
-0.12850295,14.876806,0
11.835653,58.172626,0
36.935146,29.745111,0
81.101906,24.109207,0
7.468129,56.062737,0
55.35242,12.044058,0
59.116886,-33.14862,0
-54.244648,-31.53829,0
5.998208,-11.304847,0
14.337174,10.90897,0
-1.8075837,-2.549923,0
41.612377,-45.318977,0
-51.786896,55.064697,0
8.237037,-38.2812,0
74.88076,-25.42159,0
-3.0578675,69.592575,0
32.390022,-7.58423,0
-69.55794,-18.307734,0
6.909122,59.072594,0
80.6763,-17.149145,0
-1.651533,-2.9360785,0
6.4279084,-20.074652,0
-16.285387,67.93772,0
14.321972,13.442208,0
82.75587,0.11918158,0
45.129635,-39.407795,0
21.5874,-59.788296,0
-53.085674,-51.708042,0
-47.724655,53.98389,0
18.496584,10.401588,0
-14.61794,55.963337,0
-49.367733,-29.668983,0
61.13834,21.327047,0
27.6464,21.300312,0
-17.694202,45.354908,0
31.25946,-13.601976,0
-54.619343,-31.831207,0
-63.06359,-13.597365,0
-52.811195,42.772526,0
-15.962192,49.174713,0
-33.74653,38.292065,0
-42.32003,30.798738,0
-43.964977,26.902435,0
-12.986701,11.45366,0
7.0365815,59.64389,0
81.207,22.429977,0
-10.497869,-65.57485,0
-12.384379,45.066856,0
23.595676,22.695183,0
-41.836815,-44.08155,0
-64.5349,-30.507692,0
47.28319,-37.88072,0
4.806834,45.262753,0
-32.153904,68.70337,0
-64.07166,-20.019632,0
-19.971043,67.75749,0
-11.031406,51.344585,0
-1.3996753,-47.43467,0
9.853037,66.063065,0
-75.37204,-13.1989565,0
31.520527,12.445033,0
-30.058338,-15.167691,0
37.29066,38.561443,0
17.287998,14.790915,0
36.72391,30.62878,0
-60.7789,-18.430101,0
5.108407,57.22558,0
27.781223,26.162737,0
53.952106,-30.205624,0
19.21202,35.736767,0
-22.566097,57.073723,0
-4.181192,57.840855,0
-66.004745,-32.32759,0
-3.4195325,66.58208,0
32.38391,39.45731,0
6.750001,17.302156,0
67.61671,8.73494,0
31.43233,-7.2509007,0
16.100332,-58.281456,0
-33.08302,-5.9691486,0
-71.49487,-11.408008,0
14.187912,-45.625076,0
34.642635,18.683706,0
38.884594,-3.5972326,0
4.0008793,43.600853,0
-1.3483452,53.716755,0
89.97974,-6.4014163,0
-5.2019215,2.057246,0
15.181307,18.21619,0
32.186848,31.573225,0
